297,Bechdel Test:Pass
297,In Netflix queue
296,Can't remember
295,Bibliothek
295,Netflix Finland
295,dvd
294,terrorism
293,too long
292,Will Smith
291,1980s
291,journalism
290,cliche
290,short
290,western
288,memasa's movies
288,Oscar (Best Actor)
285,sad
284,on dvr
281,Philip Seymour Hoffman
280,intense
279,ending
279,plot twist
277,Oscar (Best Directing)
277,feel-good
275,Hayao Miyazaki
275,French
273,torture
273,cars
271,Russell Crowe
271,cute
270,Marvel
267,bleak
267,Nudity (Rear)
267,melancholy
265,unrealistic
265,treasure
264,cynical
264,fun
264,fantasy world
262,cerebral
261,movie business
261,homosexuality
260,Mel Gibson
260,mockumentary
259,pirates
259,intelligent
259,boxing
259,Michael Caine
259,Philip K. Dick
259,realistic
257,Sean Connery
257,Bob*ola
256,dreams
254,steampunk
254,mafia
254,pixar
251,Atmospheric
249,existentialism
249,Jude Law
249,cheesy
248,insanity
248,James Bond
247,business
247,storytelling
246,car chase
246,Post apocalyptic
245,Gary Oldman
243,Will Ferrell
242,bad science
241,kidnapping
240,british
240,seen at the cinema
240,gangsters
239,made for TV
238,adapted from:comic
237,poignant
236,crude humor
235,Star Trek
235,VHS
232,beautifully filmed
232,arnold
231,cannibalism
231,irreverent
231,Adam Sandler
231,Ewan McGregor
230,based on a comic
230,nazis
229,cult classic
228,Africa
228,mentor
228,space travel
228,spielberg
227,romantic
226,enigmatic
226,computers
226,humor
223,british comedy
223,NO_FA_GANES
223,suspenseful
222,not funny
222,claustrophobic
220,Oscar (Best Actress)
220,Zooey Deschanel
220,imagination
219,visceral
217,sword fight
217,neo-noir
216,vampire
216,plot holes
215,plot
214,Angelina Jolie
214,excellent script
213,History
213,Denzel Washington
212,DVD
212,scary
212,dysfunctional family
212,London
212,Oscar (Best Supporting Actor)
212,Liam Neeson
212,dance
211,Joseph Gordon-Levitt
211,super-hero
211,Anthony Hopkins
210,powerful ending
210,Keira Knightley
209,DIVX
209,male nudity
209,mathematics
208,science
206,epic
206,genetics
206,artistic
206,dogs
206,Simon Pegg
204,bad plot
204,Shakespeare
204,anti-hero
203,prostitution
203,stranded
202,own
202,sentimental
202,Classic
201,Batman
201,Uma Thurman
201,Drama
200,Heath Ledger
200,Sylvester Stallone
199,seen
198,Nicole Kidman
198,nature
197,big budget
197,AFI 100
197,addiction
197,06/11
197,disability
197,monster
196,based on a TV show
196,slow paced
196,deadpan
196,nostalgic
195,trains
195,meditative
195,slasher
195,Holocaust
194,police corruption
194,dark hero
194,Jason Statham
194,btaege
192,Kevin Smith
192,romantic comedy
192,Jack Black
192,characters
192,masterpiece
192,vigilante
191,Sandra Bullock
191,dancing
191,Wes Anderson
190,notable soundtrack
190,1960s
190,understated
189,Monty Python
189,Owen Wilson
189,Mafia
189,conspiracy theory
189,Ben Stiller
188,brutal
188,Seth Rogen
188,claymation
187,Los Angeles
186,beautiful scenery
186,detective
185,christianity
185,college
185,courtroom
185,jesus
185,John Cusack
184,writers
184,spoof
184,kung fu
183,David Lynch
183,Steve Carell
183,1970s
183,alien invasion
182,John Malkovich
182,amnesia
182,film noir
181,Dustin Hoffman
181,Akira Kurosawa
181,19th century
181,Funny
180,Ridley Scott
180,Biography
179,Hugh Jackman
179,Vietnam War
177,cgi
177,medieval
177,propaganda
177,samurai
177,owned
177,pregnancy
177,03/11
177,sex
176,India
175,Jodie Foster
175,05/11
175,bad ending
175,01/11
174,Julia Roberts
173,Based on a TV show
172,biopic
172,siblings
171,Christopher Nolan
170,scenic
170,11/10
169,teen movie
168,disappointing
168,prison escape
168,02/11
168,Ben Affleck
167,ridiculous
167,twists & turns
167,based on book
166,Mark Wahlberg
166,Jackie Chan
165,lyrical
164,animals
164,Meryl Streep
162,androids
162,dialogue driven
161,original plot
161,happy ending
161,Terry Gilliam
161,father daughter relationship
161,sweet
161,remade
161,Eric's Dvds
160,Watched
160,Christopher Walken
160,Star Wars
160,good dialogue
160,Peter Jackson
159,adapted from:play
159,11/11
159,eerie
159,women
159,Roman Polanski
159,surprise ending
159,script
158,PG-13
158,ominous
158,Anamorphic Blow-Up
158,deliberate
158,anti-war
158,Annemari
158,Hugh Grant
158,confusing
157,stylish
157,Tommy Lee Jones
157,unique
157,Cameron Diaz
156,007
156,screwball comedy
156,intellectual
156,dragons
156,Kirsten Dunst
155,girlie movie
155,Ellen Page
155,depression
154,Stereoscopic 3-D
154,Woody Harrelson
153,Special Effects
153,Australia
153,dinosaurs
152,political
152,paranoid
152,dramatic
152,food
152,aviation
152,George Lucas
152,island
151,watch the credits
151,talky
151,Middle East
151,stand-up comedy
151,Below R
151,Emma Stone
150,animated
150,courtroom drama
150,Jean Reno
150,haunted house
150,etaege
149,obsession
149,want to see again
149,AFI 100 (Laughs)
148,Anne Hathaway
148,USA
148,library vhs
148,motorcycle
147,environmental
147,erotic
147,childhood
147,lawyers
147,poverty
147,Fantasy
147,brutality
147,guns
146,Futuristmovies.com
145,Jeff Bridges
145,John Travolta
145,spy
144,photography
144,time loop
144,12/10
143,Charlie Kaufman
142,technology
142,Ryan Gosling
142,television
142,computer animation
141,absurd
141,Latin America
141,1930s
140,baseball
140,submarine
140,child abuse
140,genius
139,divorce
139,Jake Gyllenhaal
138,sexual
138,paranoia
138,China
138,Milla Jovovich
138,assassination
138,hackers
137,Sean Penn
137,fighting
137,audience intelligence underestimated
137,werewolves
136,menacing
136,Oscar (Best Supporting Actress)
136,feel good movie
136,New York
136,christian
135,Jane Austen
135,video game adaptation
135,great cinematography
134,Sigourney Weaver
134,David Fincher
134,Alan Rickman
134,redemption
134,wedding
134,video games
134,stop motion
133,investigation
133,Jennifer Aniston
132,football
132,immortality
132,scifi
132,goofy
132,12/11
131,Adventure
131,alcoholism
131,M. Night Shyamalan
130,archaeology
130,South America
129,marriage
129,Kate Winslet
129,rebellion
129,revolution
128,1950s
128,Gene Hackman
128,splatter
128,royalty
128,10/10
128,Lars von Trier
128,Quirky
127,suburbia
127,AFI 100 (Thrills)
127,Colin Farrell
127,BGAB LRC
126,Crime
126,Robert Rodriguez
126,Vin Diesel
125,not available from Netflix
125,alter ego
125,strong female lead
124,good acting
124,dragon
124,end of the world
124,Musical
124,off-beat comedy
123,Charlize Theron
122,marijuana
122,cross dressing
122,special effects
122,fight scenes
122,not a movie
122,Hitchcock
122,Eddie Murphy
121,so bad it's good
121,Jennifer Lawrence
121,Sam Rockwell
120,immigrants
120,Kevin Costner
120,interesting
120,mars
120,Guy Ritchie
120,pretentious
120,mythology
120,Horror
120,Zach Galifianakis
119,culture clash
119,quotable
119,grim
118,heartbreaking
118,Germany
118,01/12
118,Clive Owen
117,forceful
117,justice
117,james bond
117,Dark
116,Paul Rudd
116,Catholicism
116,Animation
116,WWII
115,nudity
115,mother-son relationship
115,spaghetti western
115,dystopic future
115,virus
114,Michael Cera
114,dark fantasy
114,realism
114,action packed
113,self discovery
113,Helena Bonham Carter
113,zombie
113,independent film
113,incest
113,wry
113,bollywood
112,Las Vegas
112,3D
112,Mila Kunis
112,hitman
112,slapstick
112,cold war
111,AFI 100 (Cheers)
111,multiple roles
111,Sexualized violence
111,childish
110,gruesome
110,witch
110,Ireland
110,adolescence
110,better than expected
110,Biblical
110,secrets
110,KAF
109,Cate Blanchett
109,isolation
109,Best of Rotten Tomatoes: All Time
109,melancholic
109,Disney animated feature
109,War
109,ocean
109,Gwyneth Paltrow
109,road movie
108,gambling
108,alien
108,biographical
108,great performances
108,Sci-Fi
108,Hollywood
108,short-term memory loss
107,spies
107,blindness
107,AFI 100 (Movie Quotes)
107,strippers
107,Colin Firth
106,desert
106,con artists
106,Matthew McConaughey
106,demons
106,Orson Welles
106,Golden Palm
105,Daniel Craig
105,Oscar (Best Effects - Visual Effects)
105,oscar (best cinematography)
105,Amy Adams
105,complex characters
105,sexy
104,unlikeable characters
104,over the top
104,brothers
104,100 Essential Female Performances
104,Drew Barrymore
103,Ralph Fiennes
103,Willem Dafoe
103,Guillermo del Toro
103,compassionate
103,ghosts/afterlife
103,Rachel McAdams
103,good versus evil
103,intimate
102,Ryan Reynolds
102,Steve Buscemi
102,bullying
102,bad script
101,Peter Sellers
101,cheerleading
101,nerds
101,Underrated
101,04/11
101,undercover cop
101,Funny as hell
101,Surreal
100,confrontational
100,treasure hunt
100,need to own
100,werewolf
100,downbeat
100,Vietnam
100,thought provoking
100,schizophrenia
100,My movies
100,Reese Witherspoon
99,Ingmar Bergman
99,Tarantino
99,James Cameron
99,fashion
99,boarding school
99,Werner Herzog
99,Jonah Hill
99,Amazing Cinematography
98,Jet Li
98,Ennio Morricone
98,ballet
98,Robert Redford
98,Oscar (Best Foreign Language Film)
98,jus+san
98,Julianne Moore
98,harry potter
98,mad scientist
98,James Stewart
97,pointless
97,Orlando Bloom
97,strange
97,blood
97,Oscar Winner
97,twist
97,Michael Fassbender
97,infidelity
96,Vincent Price
96,Dreamworks
96,World War I
96,US President
95,08/10
95,Sergio Leone
95,disaster
95,teenagers
95,add to prospects list
95,literary adaptation
94,physics
94,superheroes
94,Adrien Brody
94,hacking
94,bank robbery
94,Winona Ryder
94,alternate universe
94,slavery
94,Michael Douglas
93,fast paced
93,CIA
93,oscar (best directing)
92,nuclear war
92,03/10
92,stereotypes
92,christmas
92,Italy
92,Naomi Watts
92,Ethan Hawke
92,1920s
91,moody
91,Joaquin Phoenix
91,IMAX Digital only
91,great dialogue
91,Audrey Hepburn
91,18th century
91,Teen movie
91,school
90,biting
90,Kristen Stewart
90,2D animation
90,James Franco
90,Dynamic CGI Action
90,classical music
90,Viggo Mortensen
90,literate
90,homophobia
90,redbox
90,Cary Grant
89,Humphrey Bogart
89,unintentional comedy
89,high fantasy
88,San Francisco
88,Maggie Gyllenhaal
88,surveillance
88,Jim Jarmusch
88,CGI
88,Scary Movies To See on Halloween
88,cyborgs
88,Rachel Weisz
88,Daniel Day-Lewis
88,gangs
88,Scotland
87,06/10
87,IMAX DMR
87,Gfei own it
87,cloning
87,weak plot
87,art
87,Mel Brooks
87,passionate
87,vhs
87,80s
87,Paul Newman
87,Brazil
87,Sven's to see list
86,Michael Crichton
86,hotel
86,Divx1
86,super hero
86,Patrick Stewart
86,earnest
86,workplace
86,disease
85,Bond
85,colonialism
85,Forest Whitaker
85,Spherical Blow-Up
85,PG13
85,psychedelic
85,Gay Lead Character
85,David Cronenberg
85,beautiful cinematography
85,marvel
85,transgender
85,IMAX DMR 3-D
84,Nostalgia Critic
84,05/10
84,family bonds
84,Michael J. Fox
84,Vince Vaughn
84,voyeurism
84,Meg Ryan
84,coen brothers
84,pornography
84,Oliver Stone
84,New Zealand
84,youtube
84,Sci-fi
84,gangster
83,French Film
83,amazing photography
83,Gerard Butler
83,Ben Kingsley
83,wizards
83,Kevin Bacon
82,product placement
82,Antonio Banderas
82,Emma Thompson
82,afterlife
82,Bradley Cooper
82,austere
82,Kurt Russell
82,Bruce Campbell
82,cia
82,soccer
82,somber
81,Marlon Brando
81,REDBOX
81,wired 50 greatest soundtracks
81,Jason Segel
81,Pierce Brosnan
81,orphans
80,vengeance
80,Michael Moore
80,PG
80,nostalgia
80,Film Noir
80,husband-wife relationship
80,underrated
80,drinking
80,Mark Ruffalo
79,Revenge
79,Netflix Streaming
79,flashbacks
79,jazz
79,heroine in tight suit
79,Mystery
79,Jennifer Connelly
79,Good Romantic Comedies
79,modern fantasy
79,unpredictable
79,01/10
79,Tolkien
79,Aardman
79,Christopher Lloyd
78,John Goodman
78,Paul Giamatti
78,smart
78,Black comedy
78,indiana jones
78,no plot
78,Steve Martin
78,Mexico
78,complicated plot
78,paranormal
78,Music
78,entertaining
77,Kick-Butt Women
77,chase
77,competition
77,James McAvoy
77,Sacha Baron Cohen
77,android(s)/cyborg(s)
77,Jessica Alba
77,atheism
77,teacher
77,cult
76,colourful
76,Iran
76,Luc Besson
76,Sam Raimi
76,should like
76,John Wayne
76,buddy movie
76,lavish
76,predictable ending
76,Tragedy
76,farce
76,watched 2006
76,suicide attempt
76,bloody
75,private detective
75,good soundtrack
75,Jean-Claude Van Damme
75,Hannibal Lecter
75,unfunny
74,jungle
74,Emma Watson
74,weak ending
74,Boring
74,unintentionally funny
74,German
74,shaky camera
74,poker
74,FIGHTING THE SYSTEM
74,french
74,Robert Downey Jr
73,Cold War
73,slackers
73,must see
73,crappy sequel
73,sci fi
73,effects
73,found footage
73,John Cleese
73,sweeping
73,Takashi Miike
73,Ashton Kutcher
73,Ron Perlman
73,cast
73,Edgar Award (Best Motion Picture)
73,Iraq War
73,John Carpenter
73,FEWER than 300 ratings
72,cats
72,england
72,holocaust
72,mountain climbing
72,Hugo Weaving
72,basketball
72,Rome
72,Argentina
72,Cult classic
72,noir
72,Emily Blunt
72,affectionate
71,Mickey Rourke
71,rousing
71,drug abuse
71,muppets
71,light
71,Sherlock Holmes
71,scope
71,Cillian Murphy
71,instant view
71,ninja
71,AIDS
71,disney
70,Spain
70,family relationships
70,abortion
70,Don Cheadle
70,Billy Bob Thornton
70,Benicio Del Toro
70,Steven Soderbergh
70,betrayal
69,brother-brother relationship
69,fascism
69,Kaiju
69,midlife crisis
69,blaxploitation
69,Highly quotable
69,aging
69,Want
69,writing
69,Finnish
69,Richard Gere
69,jim carrey
69,Val Kilmer
69,Takeshi Kitano
68,Francis Ford Coppola
68,twins
68,japan
68,autism
68,Gene Wilder
68,historically inaccurate
68,space opera
68,bisexual
68,double life
68,Italian
67,Christoph Waltz
67,communism
67,book was better
67,3d
67,realistic action
67,Russian
67,explosions
67,Ed Harris
67,Fritz Lang
67,devil
67,Texas
67,Broadway
67,feminism
67,heroin
67,natural disaster
67,underdog
67,Elijah Wood
67,dumb
66,Berlin
66,Jennifer Garner
66,Oscar (Best Music - Original Song)
66,criterion
66,silent movie
66,character development
66,money
66,first contact
66,geeks
66,capitalism
66,greed
66,very good
66,Russia
66,spying
66,South Africa
65,post apocalyptic
65,Stoner Movie
65,charming
65,Predictable
65,racing
65,alone in the world
65,Neil Patrick Harris
65,Documentary
65,unlikely friendships
65,VistaVision
65,wistful
65,1990s
64,Toshiro Mifune
64,indie
64,books
64,wrongly accused
64,fanciful
64,Tobey Maguire
64,monsters
64,new york
64,Civil War
64,Exceptional Acting
64,TV
64,giant robots
64,camp
64,Seen 2014
64,BDSM
64,cartoon
64,singing
64,seen 2010
64,wilderness
64,dull
63,09/10
63,not as good as the first
63,American Civil War
63,harsh
63,Catherine Zeta-Jones
63,stylized violence
63,John Hughes
63,Daniel Radcliffe
63,DC Comics
63,swashbuckler
62,Thriller
62,Jeff Goldblum
62,gay romance
62,rated-R
62,mutants
62,Notable Nudity
62,morality
62,Christopher Guest
62,imaginary friend
62,con men
62,internet
62,music business
62,life & death
62,Matthew Broderick
62,Michael Bay
62,experimental
62,imdb bottom 100
62,caper
61,Jesse Eisenberg
61,007 (series)
61,12/09
61,New Orleans
61,catastrophe
61,ummarti2006
61,get
61,civil war
61,cancer
61,inventor
61,Interesting
61,alternate history
61,tom hanks
61,Miyazaki
61,visual
61,vigilantism
61,Chan-wook Park
61,Tim Roth
61,Audrey Tautou
61,David Bowie
61,casino
61,Brian De Palma
61,bizarre
61,Greg Kinnear
61,foreign language
61,Mike Myers
61,birds
61,joss whedon
61,Michel Gondry
61,Darren Aronofsky
60,seen 2011
60,Alaska
60,complex
60,Brendan Fraser
60,switching places
60,madcap
60,High School
60,j netflix
60,Christina Ricci
60,Steve McQueen
60,possession
60,Oscar (Best Music - Original Score)
60,Jean-Luc Godard
60,Paul Thomas Anderson
60,Handycam
60,hostage
60,Chris Evans
60,Danny DeVito
60,costume drama
60,space program
59,Bible
59,hallucination
59,HAUNTED BY THE PAST
59,wuxia
59,sexual abuse
59,death/fatality
59,mental hospital
59,no dialogue
59,non-linear
59,avi
59,Hong Kong
59,Overrated
59,open ending
59,Ricky Gervais
59,Jason Bateman
59,japanese
58,Quotable
58,teens
58,Nudity (Full Frontal - Brief)
58,entirely dialogue
58,school drama
58,Funniest Movies
58,writer
58,cooking
58,mistaken identity
58,alternate endings
58,Beatles
58,tear jerker
58,moon
58,swedish
58,genocide
58,100 Greatest Movies
58,movielens top pick
58,Guy Pearce
58,manipulation
57,sad ending
57,William Shatner
57,epidemic
57,B-movie
57,Nick Frost
57,3
57,Buster Keaton
57,FBI
57,Soundtrack
57,meta
57,02/10
57,My DVDs
57,Depp & Burton
57,Donald Sutherland
57,foul language
57,55 movies every kid should see--Entertainment Weekly
57,hulu
57,07/10
57,Charlie Chaplin
57,Tokyo
56,guilty pleasure
56,mother daughter relationship
56,Suspense
56,Marx Brothers
56,awesome
56,honest
56,book
56,patriotic
56,idealism
56,afternoon section
56,Australian
56,race issues
56,jealousy
56,Kiefer Sutherland
56,Oscar Nom 2007
56,Whoopi Goldberg
55,John Woo
55,Chicago
55,puppets
55,episodic
55,R:language
55,occult
55,working class
55,thoughtful
55,11/09
55,parallel universe
55,censorship
55,Tim Robbins
55,police investigation
55,Helen Mirren
55,lone hero
55,asylum
55,love triangles
55,Halle Berry
55,Kate Beckinsale
55,halloween
55,Epic
55,psychiatry
55,inspiring
55,sad but good
55,death penalty
55,May-December romance
54,body horror
54,John Turturro
54,ohsoso
54,elegiac
54,tragedy
54,IMDB Top 250
54,batman
54,wintry
54,vocalists
54,awesome soundtrack
54,nocturnal
54,train
54,adaptation
54,Mads Mikkelsen
54,Dan Aykroyd
54,David Mamet
54,virginity
54,robbery
54,Ang Lee
54,Seen 2013
54,top 250 IMDB
53,USA film registry
53,Spanish
53,on computer
53,hip hop
53,Godzilla
53,Mindfuck
53,my addition to ML
53,Beautiful
53,Jamie Foxx
53,great cast
53,Business is the antagonist
53,hospital
53,view askew
52,director-screenwriter
52,shallow
52,Robert Zemeckis
52,awkward
52,character driven
52,good music
52,minimalist
52,9/11
52,Hawaii
52,poetry
52,Potential Oscar Nom
52,american idiocy
52,vietnam war
52,circus
52,Billy Wilder
52,Seen 2006
52,Seen 2008
52,watched 2007
52,Sidney Lumet
52,far future
52,time
52,macabre
51,intelligent sci-fi
51,Ian McKellen
51,gory
51,NASA
51,Marvel Cinematic Universe
51,evolution
51,torrential downpour
51,slick
51,airport
51,Gay Character
51,social criticism
51,Own It
51,moral ambiguity
51,Geoffrey Rush
51,Gay
50,kids
50,guilt
50,Renee Zellweger
50,seen 2012
50,foreign
50,nude black women
50,johnny depp
50,Robert Duvall
50,secret service
50,Gregory Peck
50,"""found footage"""
50,Xmas theme
50,Jamie Lee Curtis
50,George A. Romero
50,painter
50,identity
50,Friday night movie
50,interracial romance
50,escape
50,Steven Seagal
49,Not available from Netflix
49,Native Americans
49,Islam
49,John Ford
49,horses
49,Leonard Nimoy
49,prequel
49,bad dialogue
49,not on DVD
49,based on comic
49,gloomy
49,paradox
49,Richard Linklater
49,travel
49,urbane
49,Tilda Swinton
49,Sarah Jessica Parker
49,gunfight
49,meaning of life
49,Katherine Heigl
49,adoption
49,corny
49,playwright:Shakespeare
49,actors
49,pacing
48,forest
48,teenager
48,Michael Keaton
48,series
48,Michelle Pfeiffer
48,consumerism
48,lame
48,fairy tales
48,robot
48,John C. Reilly
48,biology
48,artist
48,gentle
48,MTSKAF
48,matter-of-fact
47,Dakota Fanning
47,chess
47,heroism
47,Irish
47,Javier Bardem
47,sniper
47,glbt
47,Iceland
47,INNOCENCE LOST
47,doctors
47,stupid ending
47,slow start
47,nudity (topless - notable)
47,based on true story
47,Added
47,Kurosawa
47,court
47,rats
47,Dimensionalized 2-D to 3-D
47,my shopping list
47,restaurant
47,bad cgi
47,Michael Mann
47,stephen king
47,adapted from B'way
47,single parents
47,Shia LaBeouf
47,Marion Cotillard
47,Toho
47,Spaghetti Western
47,vikings
47,mummy
47,brainwashing
46,raunchy
46,bruce willis
46,math
46,grindhouse
46,Julie Andrews
46,geeky
46,trilogy
46,Ei muista
46,Dance
46,very funny
46,astronomy
46,uplifting
46,Frank Miller
46,airplane
46,hit men
46,Seen 2009
46,Rowan Atkinson
46,Zach Braff
46,Demi Moore
46,Canada
46,unoriginal
46,Jessica Biel
46,long takes
45,bad sequel
45,abuse
45,Ingrid Bergman
45,melodrama
45,Steve Coogan
45,Leslie Nielsen
45,Andrew Garfield
45,Harvey Keitel
45,Jack Lemmon
45,artsy
45,atmosphere
45,freedom
45,Gus Van Sant
45,Claire Danes
45,god
45,shark
45,WRITER'S LIFE
45,Ron Howard
45,sarcasm
44,Casey Affleck
44,hard to watch
44,Frank Capra
44,segregation
44,smoking
44,Judaism
44,Jason Schwartzman
44,Stupid as Hell
44,Gerard Depardieu
44,curse
44,lgbt
44,weed
44,Myth
44,adapted from:game
44,giant monster
44,Nicholas Cage
44,sport:boxing
44,Comic Book adaption
44,POT_ESTAR_BE
44,Paul Verhoeven
44,Period piece
44,2.5
44,warm
43,teleportation
43,innovative
43,good
43,Dennis Hopper
43,religious overtones
43,murder mystery
43,costumes
43,toys
43,Alien Invasion
43,clowns
43,man versus machine
43,visuals
43,Jeremy Renner
43,radio
43,smuggling
43,Elizabeth Banks
43,astronauts
43,na dysku
43,Seann William Scott
43,private school
43,SUPERNATURAL ROMANCE
43,Pedro Almodovar
43,unsimulated sex
43,nuns
43,Danny Boyle
43,supernatural powers
43,Lindsay Lohan
43,breakthroughs
42,Emerson must see
42,factual
42,tension
42,drab
42,10/09
42,Adolf Hitler
42,silly fun
42,Tina Fey
42,Michael Curtiz
42,corporate America
42,Howard Hawks
42,weapons
42,Megan Fox
42,Judi Dench
42,literature
42,Best War Films
42,crazy
42,Lucy Liu
42,Wallace & Gromit
42,Rosario Dawson
42,punk
42,adapted from:book series
42,Christian Slater
42,china
42,president
42,Owned
42,Dwayne Johnson
42,ironic
41,K movie
41,transformation
41,East Germany
41,Korean
41,Danny Trejo
41,CAV
41,Golden Raspberry (Worst Actor)
41,Salma Hayek
41,Ray Liotta
41,irreligion
41,business is the antagonist
41,Boston
41,Edgar Wright
41,Eva Mendes
41,Louis C.K.
41,Olympics
41,Janus 50
41,Godzilla Universe
41,Charlie Sheen
41,Afghanistan
41,too small
41,Stanley Tucci
41,illogical
41,FATHERS AND SONS
41,to-rent
41,exciting
41,rhythm & blues
41,stupidity
41,easygoing
41,art house
41,United States
41,want to own
41,Carey Mulligan
41,shakespeare
41,Christopher Lee
41,lies
41,Eric Bana
40,Gross-out
40,Susan Sarandon
40,tokyo
40,H.P. Lovecraft
40,feel good
40,Israel
40,Character study
40,Iraq
40,destiny
40,Theater
40,Hilary Swank
40,Roger Moore
40,Bette Davis
40,Direction
40,Animated
40,Kenneth Branagh
40,golf
40,Sharon Stone
40,Jared Leto
40,Robert Altman
40,imaginative
40,lurid
40,Kristen Bell
40,Kristen Wiig
40,John Candy
40,Tim Allen
39,sacrifice
39,cool
39,lawyer
39,Western
39,Rob Schneider
39,BFI modern classic
39,jonossa
39,Golden Raspberry (Worst Actress)
39,Monica Bellucci
39,Parody
39,exploitation
39,poor acting
39,anti-Semitism
39,Tom Hardy
39,Cinematography
39,Wizards
39,stage magic
39,Didn't finish
39,spaceships
39,time-travel
39,banned movie
39,arms dealer
39,Bill Hader
39,medicine
39,SUBURBAN DYSFUNCTION
39,jay and silent bob
39,Chevy Chase
39,cameos
39,apocalyptic
39,mvlc
39,cliche characters
39,animal:dog
39,Soviet Union
39,dog
39,BFI classic
39,terminal illness
39,comics
39,want it
39,Michelle Williams
39,seafaring
39,character study
39,thrilling
39,Beautiful Woman
38,Noomi Rapace
38,middle east
38,Santa Claus
38,mining
38,memory loss
38,ending twist
38,strong woman
38,music documentary
38,irish accent
38,Hilarious
38,Julia Stiles
38,BEST PICTURE
38,editing
38,magic realism
38,ethics
38,race
38,Wesley Snipes
38,solitude
38,unusual
38,California
38,based on a video game
38,Cartoon
38,PROSTITUTES
38,psychological thriller
38,scenery
38,3.5
38,life
38,utopia
38,Tim Curry
38,Billy Crystal
38,eccentricity
38,updated classics
38,Helen Hunt
37,spanish
37,oil
37,Oscar (Best Animated Feature)
