rating,movieTitle,movieId
3.0625,"Magic of Ordinary Days,114906
3.0625,Reminiscences of a Journey to Lithuania (1972),95521
3.0625,Shutter (2008),59715
3.0625,"House Is Black,100511
3.0625,La Belle Verte (1996),117849
3.0625,Stray Dogs (2014),128425
3.0625,Street Fighter: Assassin's Fist (2014),118392
3.0625,Journey to Saturn (Rejsen til Saturn) (2008),98358
3.0625,The Heart of the World (2000),126927
3.0625,Action Jackson (2014),118762
3.0625,Bettie Page Reveals All (2012),111887
3.0625,Rigor Mortis (Geung si) (2013),114680
3.0625,Oblivion Island: Haruka and the Magic Mirror (Hottarake no shima - Haruka to maho no kagami) (2009),103190
3.0625,Two in the Wave (2010),98927
3.0625,Life and Debt (2001),6775
3.0625,We Steal Secrets: The Story of WikiLeaks (2013),103275
3.0625,Revolutionary Girl Utena: Adolescence of Utena (a.k.a. Revolutionary Girl Utena the Movie) (Shoujo kakumei Utena: Adolescence mokushiroku) (1999),27344
3.0625,Felidae (1994),26858
3.0625,Gun Crazy (a.k.a. Deadly Is the Female) (1949),8751
3.0625,Hitman Hart: Wrestling with Shadows (1998),7423
3.0625,Make It Happen (2008),65845
3.0625,"Specials,3905
3.0625,When the Wind Blows (1986),54229
3.0625,2LDK (2003),27764
3.0625,Riding Giants (2004),27882
3.0625,Brothers on the Line (2012),130852
3.0625,Steve Jobs: The Lost Interview (2012),97779
3.0625,Terri (2011),88746
3.0625,Ong-Bak 3: The Final Battle (Ong Bak 3) (2010),83478
3.0625,Once Upon a Forest (1993),32153
3.0625,"Letter to Momo,112066
3.0625,"Night Listener,47261
3.0625,Flesh for Frankenstein (a.k.a. Andy Warhol's Frankenstein) (1973),26320
3.0625,Conflict (1945),34193
3.0625,Expelled from Paradise (2014),117446
3.0625,"Last Dragon,4442
3.0625,Gray's Anatomy (1996),4175
3.0625,Groove (2000),3790
3.0625,Raze (2013),111931
3.0625,"Notti bianche,47904
3.0625,Big Buck Bunny (2008),80836
3.0625,Jimi: All Is by My Side (2013),111817
3.046875,After Innocence (2005),41434
3.046875,Miss March (2009),70641
3.046875,Jesse Stone: No Remorse (2010),99871
3.04,Am Ende eiens viel zu kurzen Tages (Death of a superhero) (2011),107559
3.0,Halloween II (2009),70994
2.94,Bratz: The Movie (2007),54290
2.9256198347107443,Zeitgeist: Moving Forward (2011),84273
2.921875,Stage Beauty (2004),8915
2.9000000000000004,One Missed Call (2008),57520
2.8958333333333335,Exorcist: The Beginning (2004),8815
2.888888888888889,Eden of the East the Movie II: Paradise Lost (Higashi no Eden Gekijôban II: Paradise Lost) (2010),93750
2.888888888888889,Juice (1992),8593
2.888888888888889,F for Fake (Vérités et mensonges) (1973),33072
2.888888888888889,The Returned (2013),116493
2.888888888888889,Henri-Georges Clouzot's Inferno (L'enfer d'Henri-Georges Clouzot) (2009),87164
2.831875,Dylan Moran: Monster (2004),92494
2.8125,Evangelion: 3.0 You Can (Not) Redo (2012),106873
2.8125,Death by Hanging (Koshikei) (1968),66339
2.8125,Hedgehog in the Fog (1975),126090
2.8125,Birdemic: Shock and Terror (2010),89281
2.8125,Ice Princess (2005),32289
2.802469135802469,Halloween III: Season of the Witch (1982),1984
2.8,Boy Meets Girl (2015),128594
2.8,Disco and Atomic War (Disko ja tuumasõda) (2009),72913
2.796875,Trailer Park Boys: Don't Legalize It (2014),114426
2.796875,"Field in England,103685
2.796875,Tale of Tales (Skazka skazok) (1979),100509
2.785123966942149,Wild China (2008),77177
2.76,"Joneses,79946
2.7399999999999998,Dragon Ball Z: Battle of Gods (2013),107953
2.722222222222222,"Loneliest Planet,92122
2.722222222222222,Peking Opera Blues (Do ma daan) (1986),47460
2.722222222222222,Bella (2006),59440
2.722222222222222,Garbage Warrior (2007),73868
2.722222222222222,Casino Jack (2010),82053
2.722222222222222,Bones Brigade: An Autobiography (2012),101891
2.722222222222222,"Patriot,72591
2.722222222222222,3 Ninjas (1992),4748
2.722222222222222,Hush (1998),1798
2.722222222222222,Courageous (2011),93265
2.7098765432098766,Paranoia Agent (2004),108977
2.7,Bo Burnham: what. (2013),116951
2.691358024691358,Patton Oswalt: My Weakness Is Strong (2009),120813
2.671875,Berserk: The Golden Age Arc - The Egg of the King (2012),130508
2.671875,Hamlet 2 (2008),61246
2.6718749999999996,The Boy Next Door (2015),128592
2.6666666666666665,Klip (Clip) (2012),101243
2.6666666666666665,UnHung Hero (2013),105746
2.6666666666666665,Crac (1981),125936
2.6666666666666665,Jungle Book (1942),6743
2.6666666666666665,Cadillac Man (1990),5334
2.6666666666666665,I'm Here (2010),128736
2.66,Vampire Academy (2014),110809
2.66,"Haunted House,99787
2.6302083333333335,Dylan Moran Live: What It Is (2009),92498
2.625,Unaccompanied Minors (2006),49642
2.6249999999999996,Problem Child 2 (1991),2799
2.6225,Batman: Assault on Arkham (2014),113278
2.5625,After Tiller (2013),106892
2.5625,"Tramp,81671
2.5625,"Old Dark House,25786
2.5624999999999996,Asterix in Britain (Astérix chez les Bretons) (1986),26565
2.548888888888889,"Century of the Self,105250
2.546875,Mr Hublot (2013),115819
2.54,Soul Surfer (2011),86815
2.5306122448979593,Mixed Nuts (1994),275
2.5,Fullmetal Alchemist: The Sacred Star of Milos (2011),103210
2.5,Kirikou and the Wild Beast (Kirikou et les bêtes sauvages) (2005),98511
2.5,Waiting to Exhale (1995),4
2.4669421487603307,"Last Song,77414
2.46,Marc Maron: Thinky Pain (2013),106111
2.46,Felon (2008),60753
2.4591836734693873,Mighty Morphin Power Rangers: The Movie (1995),181
2.451388888888889,What the #$*! Do We Know!? (a.k.a. What the Bleep Do We Know!?) (2004),27899
2.451388888888889,Castaway on the Moon (Kimssi pyoryugi) (2009),84716
2.44,Feast (2005),48678
2.421875,Too Many Cooks (2014),117109
2.421875,Swept Away (2002),5675
2.421875,Fail Safe (2000),70432
2.4166666666666665,Storytelling (2001),5074
2.4081632653061225,Screamers (1995),76
2.4081632653061225,"Fat,89523
2.40234375,Bambi Meets Godzilla (1969),114082
2.3940972222222223,"Enemies of Reason,106503
2.3899999999999997,Superman/Batman: Public Enemies (2009),95149
2.388888888888889,"Watcher in the Woods,5311
2.388888888888889,"Band Called Death,102062
2.388888888888889,Bugs Bunny's 3rd Movie: 1001 Rabbit Tales (1982),114721
2.388888888888889,Shakes the Clown (1992),3544
2.388888888888889,Reel Injun (2009),92352
2.388888888888889,"Front Line,112811
2.388888888888889,Expelled (2014),125918
2.388888888888889,Mean Girls 2 (2011),103723
2.388888888888889,"Oh,5214
2.388888888888889,"Flight of Dragons,5038
2.388888888888889,Orlando (1992),506
2.388888888888889,Gore Vidal: The United States of Amnesia (2013),114563
2.388888888888889,Lake Mungo (2008),80844
2.388888888888889,"Light Bulb Conspiracy,86576
2.388888888888889,Modigliani (2004),34032
2.3750000000000004,I Hate Christian Laettner (2015),130466
2.375,Is the Man Who Is Tall Happy? (2013),107196
2.37109375,Between the Folds (2008),87960
2.3529411764705883,Movie 43 (2013),100083
2.3367346938775513,Next Friday (2000),3177
2.32,Letters to Juliet (2010),78316
2.314744801512288,Alone in the Wilderness (2004),82143
2.3125,"Last Command,51894
2.3125,Pitfall (Otoshiana) (1962),92637
2.3024,It's Such a Beautiful Day (2012),99764
2.296875,Black or White (2014),117861
2.296875,Asterix and the Big Fight (Astérix et le coup du menhir) (1989),91351
2.296875,Before I Disappear (2014),115770
2.2883843315972228,Fifty Shades of Grey (2015),125916
2.2857142857142856,The Lazarus Effect (2015),129707
2.2851239669421486,High School Musical 3: Senior Year (2008),62912
2.284722222222222,Together (Tillsammans) (2000),4741
2.275510204081633,"Cat Came Back,115705
2.2688137755102042,"Civil War,93040
2.2653061224489797,Agent Cody Banks 2: Destination London (2004),7345
2.2633136094674557,Boundin' (2003),95375
2.2600000000000002,"Last Mimzy,51698
2.2600000000000002,Manon of the Spring (Manon des sources) (1986),1132
2.2600000000000002,Bleach: Fade to Black (Bur&#299;chi Fade to Black Kimi no Na o Yobu) (2008),96897
2.2600000000000002,Walking with Monsters (2005),94735
2.2600000000000002,How to Make Money Selling Drugs (2013),103474
2.2600000000000002,Elena (2011),91902
2.255208333333333,John Mulaney: New In Town (2012),120807
2.2525,Kind Hearts and Coronets (1949),6650
2.2525,Jim Jefferies: Alcoholocaust (2010),123571
2.25,Bachelor Party Vegas (2006),129474
2.25,"Four,109074
2.25,"Little World of Don Camillo,50356
2.25,High Hopes (1988),70201
2.25,Alpha and Omega (2010),88468
2.25,100 Bloody Acres (2012),127974
2.25,Katy Perry: Part of Me (2012),97059
2.25,"Star Maker,124
2.25,"Strike! (a.k.a. All I Wanna Do,2172
2.25,Pale Cocoon (Peiru Kokun) (2006),93473
2.25,In the Heart of the Sea (2015),117466
2.25,Red's Dream (1987),95628
2.25,George Lopez: America's Mexican (2007),120442
2.25,Dominion: Prequel to the Exorcist (2005),33644
2.25,Scarecrow (1973),26302
2.25,Leviathan (2012),101218
2.25,Labor Pains (2009),98085
2.25,"41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,78321
2.25,See No Evil (2006),45852
2.25,My Bloody Valentine (1981),5771
2.25,The Boy Who Cried Werewolf (2010),117420
2.25,Moomins on the Riviera (Muumit Rivieralla) (2014),114958
2.25,Everything or Nothing: The Untold Story of 007 (2012),99846
2.25,"House on the Edge of the Park,6000
2.25,"Case of the Grinning Cat,114652
2.25,Jesse Stone: Innocents Lost (2011),99873
2.25,"Seventh Continent,48165
2.25,Man's Best Friend (1993),6631
2.25,Freakonomics (2010),89102
2.25,Armageddon 2012 (2012),102848
2.25,"Mists of Avalon,27350
2.25,Last Days Here (2011),102876
2.25,Caótica Ana (2007),63194
2.25,Not Cool (2014),114492
2.25,Bad Dreams (1988),4472
2.25,"Big Fix,107445
2.25,"Musketeers of Pig Alley,114376
2.25,InAPPropriate Comedy (2013),101379
2.25,Inside: 'Dr. Strangelove or How I Learned to Stop Worrying and Love the Bomb' (2000),97234
2.25,Strait-Jacket (1964),5263
2.25,Loaf and Camouflage (1984),129245
2.25,Rush: Beyond the Lighted Stage (2010),94074
2.25,To Gillian on Her 37th Birthday (1996),1043
2.25,"Arrested Development Documentary Project,102369
2.25,Caesar Must Die (Cesare deve morire) (2012),98587
2.25,"U.S. vs. John Lennon,48741
2.25,Straw Dogs (2011),89490
2.25,Bat*21 (1988),4473
2.25,Love and a .45 (1994),600
2.25,Eye See You (D-Tox) (2002),7477
2.25,"Torrente,27009
2.25,Family Business (1989),4593
2.25,I Sell the Dead (2008),71732
2.25,Niko & the Way to the Stars (a.k.a. The Flight Before Christmas) (Niko - Lentäjän poika) (2008),62729
2.25,Gurren Lagann: Childhood's End (Gekijô ban Tengen toppa guren ragan: Guren hen) (2008),107304
2.25,"Love,96066
2.25,Rest Stop (2006),67871
2.25,Storage 24 (2012),98290
2.25,My Date with Drew (2004),34767
2.25,"Lost Thing,107653
2.25,"Bank Dick,3929
2.25,"Adventures of Ford Fairlane,7193
2.25,Unconditional (2012),103269
2.25,Starry Eyes (2014),117434
2.25,Whipped (2000),3597
2.25,Ordinary Decent Criminal (2000),6067
2.25,36 Quai des Orfèvres (Department 36) (2004),47634
2.25,Samurai Cop (1989),108579
2.25,Cyberbully (2011),88706
2.25,12 (2007),56093
2.25,Fata Morgana (1971),31549
2.2499999999999996,Bunny and the Bull (2009),82150
2.24609375,6 Days to Air: The Making of South Park (2011),96411
2.2399999999999998,Alice (Neco z Alenky) (1988),26631
2.2399999999999998,Trailer Park Boys: The Movie (2006),51063
2.2399999999999998,Fresh Guacamole (2012),120853
2.2399999999999998,Take the Lead (2006),44613
2.2291666666666665,Our Folks (Sami swoi) (1967),68868
2.2291666666666665,Red River (1948),7070
2.2222222222222223,Baby's Day Out (1994),5096
2.222222222222222,In Fear (2013),109607
2.21900826446281,Fly Away Home (1996),986
2.2153925619834713,The DUFF (2015),126548
2.204152249134948,Inherit the Wind (1960),3469
2.2024999999999997,Black Dynamite (2009),72171
2.201388888888889,Petting Zoo (2015),128624
2.2,"Call of Cthulhu,43832
2.1875,Shock Corridor (1963),8126
2.18595041322314,Left Behind (2014),115414
2.171875,"Fist of Fury (Chinese Connection,4438
2.171875,"Distinguished Gentleman,3120
2.171875,Wonder Woman (2009),108795
2.171875,Young Einstein (1988),4563
2.1666666666666665,Wolf Creek 2 (2013),116191
2.1666666666666665,Wuthering Heights (2009),116261
2.1666666666666665,"Big White,44058
2.1666666666666665,"Notorious Bettie Page,45635
2.1666666666666665,Bandslam (2009),70643
2.1666666666666665,Up Close and Personal (1996),140
2.1666666666666665,Palindromes (2004),33138
2.1666666666666665,Stille Nacht I: Dramolet (1988),126050
2.1666666666666665,Berserk: The Golden Age Arc 3 - Descent (2013),130510
2.1666666666666665,Cold Comfort Farm (1995),728
2.1666666666666665,The First Men in the Moon (2010),127102
2.1666666666666665,Eu Não Quero Voltar Sozinho (I Don't Want to Go Back Alone) (2010),103022
2.1666666666666665,Chainsaw Maid (2007),126070
2.1666666666666665,"Rage in Placid Lake,27571
2.1666666666666665,Daddy Day Camp (2007),54768
2.1666666666666665,Setup (Set Up) (2011),90916
2.1666666666666665,"Flame and the Arrow,71840
2.1666666666666665,Happy Feet Two (2011),91386
2.1666666666666665,To Live and Die in L.A. (1985),7040
2.1666666666666665,Confetti (2006),52672
2.16,"Last Exorcism Part II,101060
2.1599999999999997,New Year's Eve (2011),91628
2.153351698806244,Saw V (2008),63436
2.142857142857143,Werckmeister Harmonies (Werckmeister harmóniák) (2000),27366
2.1399999999999997,"Gruffalo,91335
2.1399999999999997,"Ladykillers,5602
2.1399999999999997,Bottle Shock (2008),60948
2.1399999999999997,Tom Segura: Completely Normal (2014),128914
2.138888888888889,Tommy (1975),2877
2.138888888888889,"Play House,83359
2.138888888888889,Death Race 2 (2010),88699
2.138888888888889,Inspector Palmu's Error (Komisario Palmun erehdys) (1960),109697
2.138888888888889,I Always Wanted to Be a Gangster (J'ai toujours rêvé d'être un gangster) (2007),58939
2.13265306122449,"Hollow Crown,106334
2.13265306122449,Boomerang (1992),122
2.125,"Brave,26966
2.125,House of Tolerance (2011),90929
2.125,Lord of Illusions (1995),177
2.125,"Goddess of 1967,100562
2.125,"Look of Silence,114635
2.1249999999999996,Winnebago Man (2009),79318
2.122448979591837,George Carlin: It's Bad for Ya! (2008),129514
2.122448979591837,Fat Albert (2004),30883
2.12109375,Heavyweights (Heavy Weights) (1995),250
2.1180555555555554,Cries and Whispers (Viskningar och rop) (1972),4422
2.1155555555555554,Rock of Ages (2012),95307
2.1041666666666665,Tokyo Story (Tôkyô monogatari) (1953),6643
2.1025,Fist of Legend (Jing wu ying xiong) (1994),26865
2.1020408163265305,Thinner (1996),742
2.1,"Shape of Things,6341
2.0984,"Human Centipede,77427
2.085693359375,Paranormal Activity 2 (2010),81417
2.0725000000000002,"Perfect Man,33815
2.0625000000000004,Torture Garden (1967),116080
2.0625000000000004,Aziz Ansari: Intimate Moments for a Sensual Evening (2010),99214
2.0625000000000004,When a Stranger Calls (2006),43904
2.0625,Hop (2011),86059
2.0625,"SpongeBob Movie: Sponge Out of Water,129370
2.0624489795918364,Dear Zachary: A Letter to a Son About His Father (2008),65188
2.0607638888888893,Step Up 3D (2010),80222
2.06,Undefeated (2011),93324
2.06,"Crow: Salvation,3563
2.06,Book of Shadows: Blair Witch 2 (2000),3973
2.055555555555556,Strange Brew (1983),5650
2.055555555555556,In Dreams (1999),2446
2.055555555555556,"Cry,40
2.055555555555556,"Elvira,4501
2.055555555555556,Saint Laurent (2014),108212
2.055555555555556,The Prophecy: Forsaken (2005),119667
2.055555555555556,My Boyfriend's Back (1993),2552
2.055555555555556,Cinderella (1994),111961
2.0555555555555554,Hard to Be a God (2013),118338
2.0555555555555554,I Shot Andy Warhol (1996),766
2.0555555555555554,Quarantine 2: Terminal (2011),88248
2.0555555555555554,"Rugrats Movie,2354
2.0555555555555554,Puss in Boots: The Three Diablos (2012),109941
2.0555555555555554,Once Upon a Time in Anatolia (Bir zamanlar Anadolu'da) (2011),89900
2.0555555555555554,Unknown (2006),51037
2.0555555555555554,Mistaken for Strangers (2013),110194
2.0555555555555554,Samurai Rebellion (Jôi-uchi: Hairyô tsuma shimatsu) (1967),41627
2.0555555555555554,"Jeffrey Dahmer Files,102604
2.0555555555555554,"Decline of the American Empire,8933
2.0555555555555554,Free Birds (2013),106240
2.0555555555555554,Toto le héros (1991),33709
2.0555555555555554,"Chamber,1006
2.0555555555555554,Planes: Fire & Rescue (2014),112460
2.0510204081632657,Eddie Murphy Raw (1987),4102
2.0468750000000004,Diana (2013),107987
2.046875,Raising Helen (2004),8362
2.046875,Sharknado 2: The Second One (2014),114242
2.046875,OSS 117 - Lost in Rio (OSS 117: Rio ne répond plus) (2009),69027
2.046875,"The Hire: Star,115703
2.046875,"Haunting in Connecticut 2: Ghosts of Georgia,100359
2.046875,Your Friend the Rat (2007),109423
2.046875,Demons (Dèmoni) (1985),26540
2.046874999999999,Cat Soup (Nekojiru-so) (2001),57502
2.0454545454545454,Star Trek V: The Final Frontier (1989),1373
2.045351473922903,Scooby-Doo 2: Monsters Unleashed (2004),7369
2.04,Dirty Work (1998),2195
2.034722222222222,Diary of a Wimpy Kid: Dog Days (2012),96283
2.032544378698225,Nixon (1995),14
2.0318559556786706,High School Musical (2006),46062
2.0207100591715976,Trigun: Badlands Rumble (2010),106762
2.020399305555556,Romy and Michele's High School Reunion (1997),1513
2.0165289256198347,"Toxic Avenger,3693
2.0101906640368177,Jackass Number Two (2006),48322
2.006286982248521,"Thin Man,950
2.0052083333333335,Muppets From Space (1999),2709
2.0052083333333335,Charlotte's Web (2006),49647
2.004132231404959,Babylon 5: In the Beginning (1998),7649
2.0017301038062283,All Dogs Go to Heaven (1989),2123
2.0,The Hungover Games (2014),121129
2.0,Palmetto (1998),1783
2.0,Drained (O cheiro do Ralo) (2006),56869
2.0,Taxi 4 (2007),54908
2.0,Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre) (1994),2462
2.0,Dead End (2003),27584
2.0,Head Above Water (1996),1565
2.0,Night of the Demons 2 (1994),100087
2.0,Q (2011),107537
2.0,"Pest,1456
2.0,Pokemon: The Movie 2000 (2000),91752
2.0,"Big Kahuna,3566
2.0,Highlander II: The Quickening (1991),6996
2.0,Deadgirl (2008),71700
2.0,Look Who's Talking Now (1993),5452
2.0,Fallen Art (Sztuka spadania) (2004),57543
2.0,Children of the Corn: Revelation (2001),116036
2.0,Painless (Insensibles) (2012) ,106374
1.9951523545706369,Not Another Teen Movie (2001),4974
1.989795918367347,Tyler Perry's Diary of a Mad Black Woman (2005),32009
1.9795918367346939,Side by Side (2012),97230
1.9722222222222223,Doctor Strange (2007),115927
1.972222222222222,Let's Go to Prison (2006),49276
1.972222222222222,What to Expect When You're Expecting (2012),95199
1.966942148760331,Taxi 2 (2000),27193
1.9625,D2: The Mighty Ducks (1994),2042
1.9625,Cheaper by the Dozen 2 (2005),42009
1.9600000000000002,Nurse 3D (2013),121135
1.9600000000000002,Sita Sings the Blues (2008),67429
1.9600000000000002,Winnie the Pooh and Tigger Too (1974),85316
1.9600000000000002,Trailer Park Boys: Live at the North Pole (2014),118105
1.9599999999999997,"Intruder,49926
1.9471879286694096,Rocky IV (1985),2411
1.9445983379501384,"Muppet Movie,3396
1.9440104166666667,"Fourth Kind,72393
1.940828402366864,Crossroads (2002),5106
1.94,Stay Alive (2006),44731
1.94,Shelter (2007),59549
1.94,D.E.B.S. (2004),32300
1.9375000000000002,Holiday (1938),25850
1.9375,Song of the South (1946),2099
1.9375,"Garden of Words,109633
1.9344,"Muppet Christmas Carol,2083
1.9305817174515236,"Day of the Doctor,106642
1.9285714285714286,Fight for Your Right Revisited (2011),120835
1.923177083333333,Paranormal Activity 3 (2011),90469
1.9230769230769231,"Last Picture Show,3152
1.921875,Tim and Eric's Billion Dollar Movie (2012),92719
1.921875,The Punisher: Dirty Laundry (2012),119218
1.921875,"Toxic Avenger,3694
1.921875,The Diary of a Teenage Girl (2015),127196
1.9183673469387756,"Smurfs 2,104076
1.9183673469387756,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996),1429
1.9134948096885813,Spy Kids 3-D: Game Over (2003),6566
1.9130859375,Shall We Dance? (2004),8916
1.9045368620037806,White Chicks (2004),8531
1.9,Oliver! (1968),1951
1.9,"Great Muppet Caper,3397
1.9,Sydney White (2007),54734
1.895061728395062,"Sign of Four,90945
1.8928571428571428,Last Holiday (2006),42732
1.8892733564013842,High School Musical 2 (2007),61123
1.888888888888889,Style Wars (1983),27176
1.888888888888889,South of the Border (2009),81276
1.8888888888888886,Knife in the Water (Nóz w wodzie) (1962),6858
1.8888888888888886,Troop Beverly Hills (1989),4676
1.8877551020408165,Cinderella II: Dreams Come True (2002),96405
1.884982638888889,From Paris with Love (2010),74851
1.8806244260789717,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo,27156
1.8754325259515572,Major Payne (1995),267
1.875,Two-Lane Blacktop (1971),6229
1.875,Against The Sun (2015),125543
1.875,TT3D: Closer to the Edge (2011),104636
1.875,"Getaway,8016
1.875,Tremors 4: The Legend Begins (2004),27683
1.87109375,Hard to Kill (1990),26688
1.87109375,"Beverly Hillbillies,419
1.8680555555555556,"Unborn,65813
1.8680555555555554,That's My Boy (2012),96616
1.8680555555555554,Peaceful Warrior (2006),45503
1.867768595041322,From the Earth to the Moon (1998),27002
1.8666666666666667,Grave Encounters (2011),92391
1.8644181671593656,Sex and the City (2008),59725
1.863905325443787,Vampires Suck (2010),80350
1.8609467455621302,"Pirates! Band of Misfits,94833
1.8599999999999999,Henry: Portrait of a Serial Killer (1986),2159
1.8580246913580245,"Best Years of Our Lives,1939
1.856875,Conan the Barbarian (1982),1587
1.8524305555555554,Jazz (2001),98795
1.847222222222222,Transamerica (2005),42004
1.8469387755102038,Good Hair (2009),72169
1.8451239669421486,"Twilight Saga: Breaking Dawn - Part 1,91104
1.8427768166089966,Star Trek: Insurrection (1998),2393
1.8402366863905328,Deconstructing Harry (1997),1701
1.8399999999999999,Daria: Is It Fall Yet? (2000),27369
1.8399999999999999,Eight Deadly Shots (Kahdeksan surmanluotia) (1972),51559
1.8399999999999999,Big Nothing (2006),52606
1.8399999999999999,Asterix and the Gauls (Astérix le Gaulois) (1967),26160
1.8399999999999999,Pathology (2008),60832
